slang_words,formal_words,word_index
terong2an,terong-terongan,t
terossss,terus,t
terrrrbaik,terbaik,t
teru,terus,t
"terus""an",terus-terusan,t
terus2an,terus-terusan,t
teruss,terus,t
terusss,terus,t
teruuss,terus,t
teruz,terus,t
teruzzz,terus,t
testi,testimoni,t
testinya,testimoninya,t
tetaplaah,tetaplah,t
tetapppp,tetap,t
tetehh,teteh,t
tetep,tetap,t
tetp,tetap,t
teyuss,terus,t
tgk,tengok,t
th,tahun,t
th2,tahun-tahun,t
than,tahan,t
thdp,terhadap,t
therchakitty,tersakiti,t
thnan,tahunan,t
thu,tuh,t
thun,tahun,t
tiba2,tiba-tiba,t
tidakkkk,tidak,t
tiga2nya,tiga-tiganya,t
tikung2,tikung-tikung,t
tingal,tinggal,t
tinggalin,tinggalkan,t
tinggalkn,tinggalkan,t
tinggall,tinggal,t
tinggl,tinggal,t
tipe2,tipe-tipe,t
tips2,tips-tips,t
tipu2nya,tipu-tipunya,t
tium,cium,t
tk,tak,t
tkut,takut,t
tlg,tolong,t
tlog,tolong,t
tlsn,tulisan,t
tlvn,telepon,t
tmbm,tembam,t
tmen,teman,t
tmn,teman,t
tmn2nya,teman-temannya,t
tnang,tenang,t
tnggl,tanggal,t
tnggu,tunggu,t
tngh,tengah,t
tnp,tanpa,t
tnpa,tanpa,t
tntg,tentang,t
tntram,tentram,t
tnya,tanya,t
to,tapi,t
tohh,toh,t
tokayyy,tahi,t
toketnya,teteknya,t
tolernsi,toleransi,t
toloollll,tolol,t
tongolin,menongol,t
tot,entot,t
tpii,tapi,t
tpy,tapi,t
trasa,terasa,t
trbaik,terbaik,t
trbaikk,terbaik,t
trbukti,terbukti,t
trganggu,terganggu,t
trhtung,terhitung,t
trjadi,terjadi,t
trjd,terjadi,t
trknal,terkenal,t
trkrim,terkirim,t
trlihat,terlihat,t
trll,terlalu,t
trmanis,termanis,t
trmasuk,termasuk,t
trmsuk,termasuk,t
trnyata,ternyata,t
troma,trauma,t
trpsah,terpisah,t
trrharu,terharu,t
trsa,terasa,t
trserah,terserah,t
trserh,terserah,t
trsrh,terserah,t
trun,turun,t
trus,terus,t
trusan.a,terusannya,t
trusss,terus,t
trussss,terus,t
tsb,tersebut,t
ttap,tetap,t
tteh,teteh,t
ttep,tetap,t
tth,teteh,t
ttinggi,tinggi,t
ttp,tetap,t
tu,itu,t
tua2,tua-tua,t
tuany,tuanya,t
tuhanny,tuhannya,t
tuhh,tuh,t
tuhhh,tuh,t
tuk,untuk,t
tukan,tukang,t
tullus,tulus,t
tumpe2,tumpah-tumpah,t
tunggu2,tunggu-tunggu,t
tunjukan,tunjukkan,t
tunjukin,tunjukkan,t
tutorialx,tutorialnya,t
tutupin,menutupi,t
tuu,tuh,t
tuuh,tuh,t
tuuu,itu,t
tuuuuh,tuh,t
tuwanya,tuanya,t
tuwek,tua,t
tx,tak,t
uaaasssiiiik,asik,u
ubur2,ubur-ubur,u
ucapin,mengucapkan,u
ucul,lucu,u
ucull,lucu,u
ucullllll,lucu,u
uda,sudah,u
udah2,sudah-sudah,u
udahh,sudah,u
udahlah,sudahlah,u
udeh,sudah,u
udehh,sudah,u
udh,sudah,u
uga,juga,u
ugaaa,juga,u
ugha,juga,u
ughaa,juga,u
uhh,uh,u
uhhh,uh,u
uih,uh,u
uitnya,duitnya,u
ujung2,ujung-ujung,u
ujunggg,ujung,u
ulan,ulang,u
ultahe,ultahnya,u
ultha,ultah,u
undangan2,undangan-undangan,u
ungkapin,ungkapkan,u
ungkit2,ungkit-ungkit,u
univ,universitas,u
untk,untuk,u
unyu2,unyu-unyu,u
unyuu,unyu,u
unyuuk,unyu,u
urat2nya,urat-uratnya,u
ursan,urusan,u
urusanny,urusannya,u
urusin,mengurusi,u
urusn,urusan,u
usa,usah,u
usahh,usah,u
ush,usah,u
ustzah,ustazah,u
utkmu,untukmu,u
uuh,uh,u
uuhh,uh,u
uuhhh,uh,u
uuuuuaaaaaaaaaappppppppppiiiiiiiiiiiiiiiiiikkkkkkkkkkkkkkkk,apik,u
uwahhhhh,wah,u
uwakk,uwak,u
uwee,gue,u
uztad,ustad,u
w,gue,w
waaa,wah,w
waaaaw,wow,w
waaahhh,wah,w
waaaww,wow,w
waaawwww,wow,w
waah,wah,w
wadaaw,waduh,w
wado,waduh,w
waduhh,waduh,w
waduhhh,waduh,w
waduuuuh,waduh,w
wahh,wah,w
wahhh,wah,w
wahhhhhh,wah,w
wajarrr,wajar,w
wajiiib,wajib,w
waktunyaaa,waktunya,w
walik,balik,w
wanitah,wanita,w
wanjerrr,anjir,w
wanjiir,anjir,w
waoohhh,wah,w
warbiyasah,luar biasa,w
warnaaa,warna,w
warnany,warnanya,w
waw,wow,w
waww,wow,w
wawwwww,wow,w
wdooohhh,waduh,w
weeeh,wih,w
week,wig,w
wenak,enak,w
wenakk,enak,w
wewww,wow,w
widihh,waduh,w
wihh,wih,w
wihhh,wih,w
wihhhhhh,wih,w
wiih,wih,w
wiiiihhhh,wih,w
wiiiihhhhhhhhh,wih,w
wik,wig,w
wjh,wajah,w
wk,waktu,w
wktu,waktu,w
wktunya,waktunya,w
wlau,walau,w
wlaupun,walaupun,w
wlawpun,walaupun,w
wlo,walau,w
wlwpun,walaupun,w
woey,woy,w
woles,selow,w
wong2,wong-wong,w
woooiiiii,woy,w
woooiiiiiiii,woy,w
wooow,wow,w
wooowww,wow,w
woooyy,woy,w
woow,wow,w
woowwww,wow,w
wota2,wota-wota,w
wouww,wow,w
wowoooww,wow,w
woww,wow,w
wowww,wow,w
wowwww,wow,w
wowwwww,wow,w
woyyy,woy,w
wrn,warna,w
wuastagah,astaga,w
x,kali,x
xlian,kalian,x
yaa,ya,y
yaaa,ya,y
yaaa ,ya,y
yaaaa,ya,y
yaaaaaa,ya,y
yaaah,ya,y
yaaampunnn,ya ampun,y
yaaang,yang,y
yaah,ya,y
yaahh,ya,y
yaahhh,ya,y
yaak,ya,y
yaakk,ya,y
yaakkk,ya,y
yaampuuuunnnn,ya ampun,y
yaang,yang,y
yach,ya,y
yachhh,ya,y
yaelahhh,alah,y
yah,ya,y
yahbh,ya,y
yahh,ya,y
yahhh,ya,y
yahhhh,ya,y
yak,ya,y
yakaliiiii,yakali,y
yakinn,yakin,y
yakk,ya,y
yam,ya,y
yanckh,yang,y
yank,sayang,y
yankkk,sayang,y
yaoloh,yaallah,y
yaolohh,ya allah,y
yapp,ya,y
yappp,ya,y
yaudh,ya sudah,y
yawlah,ya allah,y
yawloh,ya allah,y
yayang,sayang,y
yee,ya,y
yeee,ya,y
yeeee,ya,y
yep,ya,y
yeuh,ya,y
ygs,sayang,y
yh,ya,y
yha,ya,y
yhaaa,ya,y
yng,yang,y
ynk,sayang,y
yoiii,yoi,y
yoiiu,yoi,y
yok,yuk,y
yokk,yuk,y
yokkk,yuk,y
yoo,ya,y
yook,yuk,y
yoooiii,yoi,y
yoookkkk,yuk,y
yooookkk,yuk,y
yooow,ya,y
yq,yang,y
ysh,ya,y
yu,yuk,y
yuh,tuh,y
yukk,yuk,y
yukkk,yuk,y
yukkkk,yuk,y
yuks,yuk,y
yukss,yuk,y
yuppss,ya,y
yuu,yuk,y
yuuk,yuk,y
yuukk,yuk,y
yuuks,yuk,y
yuuu,yuk,y
yuuuk,yuk,y
yuuuuk,yuk,y
yuuuukkk,yuk,y
yuwkkk,yuk,y
yya,ya,y
yyaaa,ya,y
z,saja,z
za,saja,z
zama,zaman,z
